pop1900,pop1910,pop1920,pop1930,pop1940,pop1950,pop1960,pop1970,pop1980,pop1990,"fips","name"
.,.,13958,13775,13304,14285,18653,17358,17985,17654,"30041","MT Hill County"
5330,5601,5203,4133,4664,4014,4297,5238,7029,7939,"30043","MT Jefferson County"
.,.,.,5238,3655,3200,3085,2667,2646,2282,"30045","MT Judith Basin County"
.,.,.,9541,13490,13835,13104,14445,19056,21041,"30047","MT Lake County"
19171,21853,18660,18224,22131,24540,28006,33281,43039,47495,"30049","MT Lewis and Clark County"
.,.,2416,2198,2209,2180,2624,2359,2329,2295,"30051","MT Liberty County"
.,3638,7797,7089,7882,8693,12537,18063,17752,17481,"30053","MT Lincoln County"
.,.,4747,4790,3798,3258,3321,2875,2702,2276,"30055","MT McCone County"
7695,7229,7495,6323,7294,5998,5211,5014,5448,5989,"30057","MT Madison County"
2526,4190,2622,2272,2237,2079,2616,2122,2154,1819,"30059","MT Meagher County"
.,.,2327,1626,2135,2081,3037,2958,3675,3315,"30061","MT Mineral County"
13964,23596,24041,21782,29038,35493,44663,58263,76016,78687,"30063","MT Missoula County"
.,.,12030,7242,5717,5408,4888,3734,4428,4106,"30065","MT Musselshell County"
7341,10731,11330,10922,11566,11999,13168,11197,12869,14562,"30067","MT Park County"
.,.,.,2045,1083,1026,894,675,655,519,"30069","MT Petroleum County"
.,.,9311,8208,7892,6334,6027,5386,5367,5163,"30071","MT Phillips County"
.,.,5741,6964,6716,6392,7653,6611,6731,6433,"30073","MT Pondera County"
.,.,3357,3909,3159,2693,2485,2862,2520,2090,"30075","MT Powder River County"
.,5904,6909,6202,6152,6301,7002,6660,6958,6620,"30077","MT Powell County"
.,.,3684,3941,2410,2377,2318,1752,1836,1383,"30079","MT Prairie County"
7822,11666,10098,10315,12978,13101,12341,14409,22493,25010,"30081","MT Ravalli County"
.,.,8989,9633,10209,10366,10504,9837,12243,10716,"30083","MT Richland County"
.,.,10347,10672,9806,9580,11731,10365,10467,10999,"30085","MT Roosevelt County"
.,7985,8002,7347,6477,6570,6187,6032,9899,10505,"30087","MT Rosebud County"
.,3713,4903,5692,6926,6983,6880,7093,8675,8669,"30089","MT Sanders County"
.,.,13847,9869,7814,6674,6458,5779,5414,4732,"30091","MT Sheridan County"
47635,56848,60313,56969,53207,48422,46454,41981,38092,33941,"30093","MT Silver Bow County"
.,.,7630,6253,5694,5416,5526,4632,5598,6536,"30095","MT Stillwater County"
3086,4029,4926,3944,3719,3621,3290,2980,3216,3154,"30097","MT Sweet Grass County"
5080,9546,5870,6068,6922,7232,7295,6116,6491,6271,"30099","MT Teton County"
.,.,3724,6714,6769,6867,7904,5839,5559,5046,"30101","MT Toole County"
.,.,1990,1661,1499,1402,1345,1069,981,874,"30103","MT Treasure County"
4355,13630,11542,11181,15181,11353,17080,11471,10250,8239,"30105","MT Valley County"
.,.,5619,3751,3286,3187,3026,2529,2359,2246,"30107","MT Wheatland County"
.,.,3113,2767,2161,1907,1698,1465,1476,1191,"30109","MT Wibaux County"
6212,22944,29600,30785,41182,55875,79016,87367,108035,113419,"30111","MT Yellowstone County"
.,.,.,52,43,58,47,64,66,52,"30113","MT Yellowstone Nat. Pk (pt.)"
1066300,1192214,1296372,1377963,1315834,1325510,1411330,1483493,1569825,1578385,"31000","NE Nebraska"
18840,20900,22621,26275,24576,28855,28944,30553,30656,29625,"31001","NE Adams County"
11344,14003,15243,15206,13289,11624,10176,9047,8675,7965,"31003","NE Antelope County"
.,.,1412,1344,1045,803,680,606,513,462,"31005","NE Arthur County"
1114,1444,1435,1676,1403,1325,1269,1034,918,852,"31007","NE Banner County"
603,1672,1778,1584,1538,1203,1016,847,867,675,"31009","NE Blaine County"
11689,13145,14146,14738,12127,10721,9134,8190,7391,6667,"31011","NE Boone County"
5572,6131,8407,11861,10736,12279,11688,10094,13696,13130,"31013","NE Box Butte County"
7332,8826,8243,7169,6060,4911,4513,3752,3331,2835,"31015","NE Boyd County"
3470,6083,6749,5772,5962,5164,4436,4021,4377,3657,"31017","NE Brown County"
20254,21907,23787,24338,23655,25134,26236,31222,34797,37447,"31019","NE Buffalo County"
13040,12726,12559,13062,12546,11536,10192,9247,8813,7868,"31021","NE Burt County"
15703,15403,14606,14410,13106,11432,10312,9461,9330,8601,"31023","NE Butler County"
21330,19786,18029,17684,16992,16361,17821,18076,20297,21318,"31025","NE Cass County"
12467,15191,16225,16427,15126,13843,13368,12192,11375,10131,"31027","NE Cedar County"
2559,3613,4939,5484,5310,5176,4317,4129,4758,4381,"31029","NE Chase County"
6541,10414,11753,10898,9637,8397,8218,6846,6758,6307,"31031","NE Cherry County"
5570,4551,8405,10187,9505,12081,14828,10778,10057,9494,"31033","NE Cheyenne County"
15735,15729,14486,13571,10445,8700,8717,8266,8106,7123,"31035","NE Clay County"
11211,11610,11624,11434,10627,10010,9595,9498,9890,9139,"31037","NE Colfax County"
14584,13782,13769,14327,13562,12994,12435,12034,11664,10117,"31039","NE Cuming County"
19758,25668,26407,26189,22591,19170,16517,14092,13877,12270,"31041","NE Custer County"
6286,6564,7694,9505,9836,10401,12168,13137,16573,16742,"31043","NE Dakota County"
6215,8254,10160,11493,10128,9708,9536,9693,9609,9021,"31045","NE Dawes County"
12214,15961,16004,17875,17890,19393,19405,19467,22304,19940,"31047","NE Dawson County"
2630,1786,3282,3992,3580,3330,3125,2717,2462,2237,"31049","NE Deuel County"
10535,11477,11815,11586,10413,9129,8106,7453,7137,6143,"31051","NE Dixon County"
22298,22145,23197,25273,23799,26265,32471,34782,35847,34500,"31053","NE Dodge County"
140590,168546,204524,232982,247562,281020,343490,389455,397038,416444,"31055","NE Douglas County"
2434,4098,4869,5610,5122,4354,3570,2926,2861,2582,"31057","NE Dundy County"
15087,14674,13671,12971,11417,9610,9425,8137,7920,7103,"31059","NE Fillmore County"
9455,10303,10067,9094,7740,7096,5449,4566,4377,3938,"31061","NE Franklin County"
8781,8572,8540,8114,6417,5282,4311,3982,3647,3101,"31063","NE Frontier County"
12373,12083,11657,12140,10098,9385,7711,6897,6486,5553,"31065","NE Furnas County"
30051,30325,29721,30242,29588,28052,26818,25719,24456,22794,"31067","NE Gage County"
.,3538,4572,5099,4680,4114,3472,2929,2802,2460,"31069","NE Garden County"
2127,3417,3496,3207,3444,2912,2699,2411,2363,2141,"31071","NE Garfield County"
5301,4933,4669,4287,3687,2734,2489,2178,2140,1928,"31073","NE Gosper County"
763,1097,1486,1427,1327,1057,1009,1019,877,769,"31075","NE Grant County"
5691,8047,8685,8442,6845,5575,4595,4000,3462,3006,"31077","NE Greeley County"
17206,20361,23720,27117,27523,32186,35757,42851,47690,48925,"31079","NE Hall County"
13330,13459,13237,12159,9982,8778,8714,8867,9301,8862,"31081","NE Hamilton County"
9370,9578,9220,8957,7130,7189,5081,4357,4292,3810,"31083","NE Harlan County"
2708,3011,3327,3603,2958,2404,1919,1530,1356,1222,"31085","NE Hayes County"
4409,5415,6045,7269,6404,5867,4829,4051,4079,3750,"31087","NE Hitchcock County"
12224,15545,17151,16509,16552,14859,13722,12933,13552,12599,"31089","NE Holt County"
432,981,1378,1180,1253,1061,1130,939,990,793,"31091","NE Hooker County"
10343,10783,10739,10020,8422,7226,6541,6807,6773,6055,"31093","NE Howard County"
15196,16852,16140,16409,15532,13623,11620,10436,9817,8759,"31095","NE Jefferson County"
11197,10187,8940,9157,8662,7251,6281,5743,5285,4673,"31097","NE Johnson County"
9866,9106,8583,8094,6854,6409,6580,6707,7053,6629,"31099","NE Kearney County"
1951,3692,5294,6721,8333,7449,7958,8487,9364,8584,"31101","NE Keith County"
3076,3452,3594,3203,3235,2160,1672,1340,1301,1029,"31103","NE Keya Paha County"
758,1942,4498,4675,3913,4283,7975,6009,4882,4108,"31105","NE Kimball County"
14343,18358,18894,19110,16478,14820,13300,11723,11457,9534,"31107","NE Knox County"
64835,73793,85902,100324,100585,119742,155272,167972,192884,213641,"31109","NE Lancaster County"
11416,15684,23420,25627,25425,27380,28491,29538,36455,32508,"31111","NE Lincoln County"
960,1521,1596,2014,1742,1357,1108,991,983,878,"31113","NE Logan County"
1305,2188,1946,1818,1777,1348,1097,854,859,683,"31115","NE Loup County"
517,2470,1692,1358,1175,825,735,623,593,546,"31117","NE McPherson County"
16976,19101,22511,26037,24269,24338,25145,27402,31382,32655,"31119","NE Madison County"
9255,10379,10763,10619,9354,8812,8363,8751,8945,8042,"31121","NE Merrick County"
.,4584,9151,9950,9436,8263,7057,5813,6085,5423,"31123","NE Morrill County"
8222,8926,8712,8718,7653,6512,5635,5142,4740,4275,"31125","NE Nance County"
14952,13095,12547,12356,12781,10973,9099,8976,8367,7980,"31127","NE Nemaha County"
12414,13019,13236,12629,10446,9609,8217,7404,6726,5786,"31129","NE Nuckolls County"
22288,19323,19494,19901,18994,17056,16503,15576,15183,14252,"31131","NE Otoe County"
11770,10582,9578,9423,8514,6744,5356,4473,3937,3317,"31133","NE Pawnee County"
1702,2570,3967,5834,5197,4809,4189,3423,3637,3367,"31135","NE Perkins County"
10772,10451,9900,9261,8452,9048,9800,9553,9769,9715,"31137","NE Phelps County"
8445,10122,10681,11080,10211,9405,8722,8493,8481,7827,"31139","NE Pierce County"
17747,19006,19464,21181,20191,19910,23992,26508,28852,29820,"31141","NE Platte County"
10542,10521,10714,10092,8748,8044,7210,6468,6320,5675,"31143","NE Polk County"
9604,11056,11434,13859,11951,12977,12940,12191,12615,11705,"31145","NE Red Willow County"
19614,17448,18968,19826,19178,16886,13903,12277,11315,9937,"31147","NE Richardson County"
2809,3627,3703,3366,3977,3026,2554,2231,2383,2019,"31149","NE Rock County"
18252,17866,16514,16356,15010,14046,12542,12809,13131,12715,"31151","NE Saline County"
9080,9274,9370,10402,10835,15693,31281,63696,86015,102583,"31153","NE Sarpy County"
22085,21179,20589,20167,17892,16923,17270,17018,18716,18285,"31155","NE Saunders County"
2552,8355,20710,28644,33917,33939,33809,36432,38344,36025,"31157","NE Scotts Bluff County"
15690,15895,15867,15938,14167,13155,13581,14460,15789,15450,"31159","NE Seward County"
6033,7328,9625,10793,9869,9539,9049,7285,7544,6750,"31161","NE Sheridan County"
6550,8278,8877,9122,7764,6421,5382,4725,4226,3718,"31163","NE Sherman County"
2055,5599,4528,4667,4001,3124,2575,2034,1845,1549,"31165","NE Sioux County"
6959,7542,7756,7809,6887,6387,5783,5758,6549,6244,"31167","NE Stanton County"
14325,14775,13976,13684,12262,10563,9118,7779,7582,6635,"31169","NE Thayer County"
628,1191,1773,1510,1553,1206,1078,954,973,851,"31171","NE Thomas County"
6517,8704,9589,10462,10243,8590,7237,6942,7186,6936,"31173","NE Thurston County"
7339,9480,9823,9533,8163,7252,6590,5783,5633,5169,"31175","NE Valley County"
13086,12738,12180,12095,11578,11511,12103,13310,15508,16607,"31177","NE Washington County"
9862,10397,9725,10566,9880,10129,9959,10400,9858,9364,"31179","NE Wayne County"
11619,12008,10922,10210,8071,7395,6224,6477,4858,4279,"31181","NE Webster County"
1362,2292,2531,2335,2170,1526,1297,1054,1060,948,"31183","NE Wheeler County"
18205,18721,17146,17239,14874,14346,13724,13685,14798,14428,"31185","NE York County"
42335,81875,77407,91058,110247,160083,285278,488738,800493,1201833,"32000","NV Nevada"
830,2811,4649,5075,5317,6161,8452,10513,13917,17938,"32001","NV Churchill County"
.,3321,4859,8532,16414,48289,127016,273288,463087,741459,"32003","NV Clark County"
1534,1895,1825,1840,2056,2029,3481,6882,19421,27637,"32005","NV Douglas County"
5688,8133,8083,9960,10912,11654,12011,13958,17269,33530,"32007","NV Elko County"
1972,9369,2410,1077,1554,614,619,629,777,1344,"32009","NV Esmeralda County"
1954,1830,1350,1333,1361,896,767,948,1198,1547,"32011","NV Eureka County"
4463,6825,3743,3795,4743,4838,5708,6375,9434,12844,"32013","NV Humboldt County"
1534,1786,1484,1714,1745,1850,1566,2666,4076,6266,"32015","NV Lander County"
3284,3489,2287,3601,4130,3837,2431,2557,3732,3775,"32017","NV Lincoln County"
2268,3568,4078,3810,4076,3679,6143,8221,13594,20001,"32019","NV Lyon County"
.,.,1848,1863,2342,5560,6329,7051,6217,6475,"32021","NV Mineral County"
1140,7513,6504,3989,3606,3101,4374,5599,9048,17781,"32023","NV Nye County"
.,.,2803,2652,2713,3103,3199,2670,3408,4336,"32027","NV Pershing County"
3673,3045,1469,667,1216,671,568,695,1503,2526,"32029","NV Storey County"
9141,17434,18627,27158,32476,50205,84743,121068,193623,254667,"32031","NV Washoe County"
1961,7441,8935,11771,12377,9424,9808,10150,8167,9264,"32033","NV White Pine County"
2893,3415,2453,2221,3209,4172,8063,15468,32022,40443,"32510","NV Carson City"
411588,430572,443083,465293,491524,533242,606921,737681,920610,1109252,"33000","NH New Hampshire"
19526,21309,21178,22623,24328,26632,28912,32367,42884,49216,"33001","NH Belknap County"
16895,16316,15017,14277,15589,15868,15829,18548,27931,35410,"33003","NH Carroll County"
31321,30659,30975,33685,34953,38811,43342,52364,62116,70121,"33005","NH Cheshire County"
29468,30753,36093,38959,39274,35932,37140,34291,35147,34828,"33007","NH Coos County"
40844,41652,40572,42816,44645,47923,48857,54914,65806,74929,"33009","NH Grafton County"
112640,126072,135512,140165,144888,156987,178161,223941,276608,336073,"33011","NH Hillsborough County"
52430,53335,51770,56152,60710,63022,67785,80925,98302,120005,"33013","NH Merrimack County"
51118,52188,52498,53750,58142,70059,99029,138951,190345,245845,"33015","NH Rockingham County"
39337,38951,38546,38580,43553,51567,59799,70431,85408,104233,"33017","NH Strafford County"
18009,19337,20922,24286,25442,26441,28067,30949,36063,38592,"33019","NH Sullivan County"
1883669,2537167,3155900,4041334,4160165,4835329,6066782,7168164,7364823,7730188,"34000","NJ New Jersey"
46402,71894,83914,124823,124066,132399,160880,175043,194119,224327,"34001","NJ Atlantic County"
78441,138002,210703,364977,409646,539139,780255,898012,845385,825380,"34003","NJ Bergen County"
58241,66565,81770,93541,97013,135910,224499,323132,362542,395066,"34005","NJ Burlington County"
107643,142029,190508,252312,255727,300743,392035,456291,471650,502824,"34007","NJ Camden County"
13201,19745,19460,29486,28919,37131,48555,59554,82266,95089,"34009","NJ Cape May County"
51193,55153,61348,69895,73184,88597,106850,121374,132866,138053,"34011","NJ Cumberland County"
359053,512886,652089,833513,837340,905949,923545,929986,851116,778206,"34013","NJ Essex County"
31905,37368,48224,70802,72219,91727,134840,172681,199917,230082,"34015","NJ Gloucester County"
386048,537231,629154,690730,652040,647437,610734,609266,556972,553099,"34017","NJ Hudson County"
34507,33569,32885,34728,36766,42736,54107,69718,87361,107776,"34019","NJ Hunterdon County"
95365,125657,159881,187143,197318,229781,266392,303968,307863,325824,"34021","NJ Mercer County"
79762,114426,162334,212208,217077,264872,433856,583813,595893,671780,"34023","NJ Middlesex County"
82057,94734,104925,147209,161238,225327,334401,459379,503173,553124,"34025","NJ Monmouth County"
65156,74704,82694,110445,125732,164371,261620,383454,407630,421353,"34027","NJ Morris County"
19747,21318,22155,33069,37706,56622,108241,208470,346038,433203,"34029","NJ Ocean County"
155202,215902,259174,302129,309353,337093,406618,460782,447585,453060,"34031","NJ Passaic County"
25530,26999,36572,36834,42274,49508,58711,60346,64676,65294,"34033","NJ Salem County"
32948,38820,47991,65132,74390,99052,143913,198372,203129,240279,"34035","NJ Somerset County"
24134,26781,24905,27830,29632,34423,49255,77528,116119,130943,"34037","NJ Sussex County"
99353,140197,200157,305209,328344,398138,504255,543116,504094,493819,"34039","NJ Union County"
37781,43187,45057,49319,50181,54374,63220,73879,84429,91607,"34041","NJ Warren County"
195310,327301,360350,423317,531818,681187,951023,1016000,1302894,1515069,"35000","NM New Mexico"
28630,23606,29855,45430,69391,145673,262199,315774,419700,480577,"35001","NM Bernalillo County"
.,.,.,3282,4881,3533,2773,2198,2720,2563,"35003","NM Catron County"
4773,16850,12075,19549,23980,40605,57649,43335,51103,57849,"35005","NM Chaves County"
.,.,.,.,.,.,.,.,.,23794,"35006","NM Cibola County"
10150,16460,21550,19157,18718,16761,13806,12170,13667,12925,"35007","NM Colfax County"
.,11443,11236,15809,18159,23351,32691,39517,42019,42207,"35009","NM Curry County"
.,.,3196,2893,3725,3464,2991,2547,2454,2252,"35011","NM DeBaca County"
10187,12893,16548,27455,30411,39557,59948,69773,96340,135510,"35013","NM Dona Ana County"
3229,12400,9116,15842,24311,40640,50783,41119,47855,48605,"35015","NM Eddy County"
12883,14813,21939,19050,20050,21649,18700,22030,26204,27676,"35017","NM Grant County"
5429,10927,8015,7027,8646,6772,5610,4969,4496,4156,"35019","NM Guadalupe County"
.,.,.,4421,4374,3013,1874,1348,1090,987,"35021","NM Harding County"
.,.,4338,5023,4821,5095,4961,4734,6049,5958,"35023","NM Hidalgo County"
.,.,3545,6144,21154,30717,53429,49554,55993,55765,"35025","NM Lea County"
4953,7822,7823,7198,8557,7409,7744,7560,10997,12219,"35027","NM Lincoln County"
.,.,.,.,.,10476,13037,15198,17599,18115,"35028","NM Los Alamos County"
.,3913,12270,6247,6457,8753,9839,11706,15585,18110,"35029","NM Luna County"
.,12963,13731,20643,23641,27451,37209,43208,56449,60686,"35031","NM McKinley County"
10304,12611,13915,10322,10981,8720,6028,4673,4205,4264,"35033","NM Mora County"
4791,7069,7902,9779,10522,14909,36976,41097,44665,51928,"35035","NM Otero County"
.,14912,10444,10828,12111,13971,12279,10903,10577,10823,"35037","NM Quay County"
13777,16624,19552,21381,25352,24997,24193,25170,29282,34365,"35039","NM Rio Arriba County"
.,12064,6548,11109,14549,16409,16198,16479,15695,16702,"35041","NM Roosevelt County"
.,8579,8863,11144,13898,12438,14201,17492,34799,63319,"35043","NM Sandoval County"
4828,8504,8333,14701,17115,18292,53306,52517,81433,91605,"35045","NM San Juan County"
22053,22930,22867,23636,27910,26512,23468,21951,22751,25743,"35047","NM San Miguel County"
14658,14770,15030,19567,30826,38153,44970,53756,75360,98928,"35049","NM Santa Fe County"
3158,3536,4619,5184,6962,7186,6409,7189,8454,9912,"35051","NM Sierra County"
12195,14761,14061,9611,11422,9670,10168,9763,12566,14764,"35053","NM Socorro County"
10889,12008,12773,14394,18528,17146,15934,17516,19456,23118,"35055","NM Taos County"
.,10119,9731,9269,11026,8012,6497,5290,7491,10285,"35057","NM Torrance County"
4528,11404,16680,11036,9095,7372,6068,4925,4725,4124,"35059","NM Union County"
13895,13320,13795,16186,20245,22481,39085,40539,61115,45235,"35061","NM Valencia County"
7268894,9113614,10385227,12588066,13479142,14830192,16782304,18236967,17558072,17990455,"36000","NY New York"
165571,173666,186106,211953,221315,239386,272926,286742,285909,292594,"36001","NY Albany County"
41501,41412,36842,38025,39681,43784,43978,46458,51742,50470,"36003","NY Allegany County"
.,.,732016,1265258,1394711,1451277,1424815,1471701,1168972,1203789,"36005","NY Bronx County"
69149,78809,113610,147022,165749,184698,212661,221815,213648,212160,"36007","NY Broome County"
65643,65919,71323,72398,72652,77901,80187,81666,85697,84234,"36009","NY Cattaraugus County"
66234,67106,65221,64751,65508,70136,73942,77439,79894,82313,"36011","NY Cayuga County"
88314,105126,115348,126457,123580,135189,145377,147305,146925,141895,"36013","NY Chautauqua County"
54063,54662,65872,74680,73718,86827,98706,101537,97656,95195,"36015","NY Chemung County"
36568,35575,34969,34665,36454,39138,43243,46368,49344,51768,"36017","NY Chenango County"
47430,48230,43898,46687,54006,53622,72722,72934,80750,85969,"36019","NY Clinton County"
43211,43658,38930,41617,41464,43182,47322,51519,59487,62982,"36021","NY Columbia County"
27576,29249,29625,31709,33668,37158,41113,45894,48820,48963,"36023","NY Cortland County"
46413,45575,42774,41163,40989,44420,43540,44718,46824,47225,"36025","NY Delaware County"
81670,87661,91747,105462,120542,136781,176008,222295,245055,259462,"36027","NY Dutchess County"
433686,528985,634688,762408,798377,899238,1064688,1113491,1015472,968532,"36029","NY Erie County"
30707,33458,31871,33959,34178,35086,35300,34631,36176,37152,"36031","NY Essex County"
42853,45717,43541,45694,44286,44830,44742,43931,44929,46540,"36033","NY Franklin County"
42842,44534,44927,46560,48597,51021,51304,52637,55153,54191,"36035","NY Fulton County"
34561,37615,37976,44468,44481,47584,53994,58722,59400,60060,"36037","NY Genesee County"
31478,30214,25796,25808,27926,28745,31372,33136,40861,44739,"36039","NY Greene County"
4947,4373,3970,3929,4188,4105,4267,4714,5034,5279,"36041","NY Hamilton County"
51049,56356,64962,64006,59527,61407,66370,67633,66714,65797,"36043","NY Herkimer County"
76748,80382,82250,83574,84003,85521,87835,88508,88151,110943,"36045","NY Jefferson County"
1166582,1634351,2018356,2560401,2698285,2738175,2627319,2602012,2230936,2300664,"36047","NY Kings County"
27427,24849,23704,23447,22815,22521,23249,23644,25035,26796,"36049","NY Lewis County"
37059,38037,36830,37560,38510,40257,44053,54041,57006,62372,"36051","NY Livingston County"
40545,39289,39535,39790,39598,46214,54635,62864,65150,69120,"36053","NY Madison County"
217854,283212,352034,423881,438230,487632,586387,711917,702238,713968,"36055","NY Monroe County"
47488,57567,57928,60076,59142,59594,57240,55883,53439,51981,"36057","NY Montgomery County"
55448,83930,126120,303053,406748,672765,1300171,1428080,1321582,1287348,"36059","NY Nassau County"
2050600,2762522,2284103,1867312,1889924,1960101,1698281,1539233,1428285,1487536,"36061","NY New York County"
74961,92036,118705,149329,160110,189992,242269,235720,227354,220756,"36063","NY Niagara County"
132800,154157,182833,198763,203636,222855,264401,273037,253466,250836,"36065","NY Oneida County"
168735,200298,241465,291606,295108,341719,423028,472746,463920,468973,"36067","NY Onondaga County"
49605,52286,52652,54276,55307,60172,68070,78849,88909,95101,"36069","NY Ontario County"
103859,116001,119844,130383,140113,152255,183734,221657,259603,307647,"36071","NY Orange County"
30164,32000,28619,28795,27760,29832,34159,37305,38496,41846,"36073","NY Orleans County"
70881,71664,71045,69645,71275,77181,86118,100897,113901,121771,"36075","NY Oswego County"
48939,47216,46200,46710,46082,50763,51942,56181,59075,60517,"36077","NY Otsego County"
13787,14665,10802,13744,16555,20307,31722,56696,77193,83941,"36079","NY Putnam County"
152999,284041,469042,1079129,1297634,1550849,1809578,1986473,1891325,1951598,"36081","NY Queens County"
121697,122276,113129,119781,121834,132607,142585,152510,151966,154429,"36083","NY Rensselaer County"
67021,85969,116531,158346,174441,191555,221991,295443,352121,378977,"36085","NY Richmond County"
38298,46873,45548,59599,74261,89276,136803,229903,259530,265475,"36087","NY Rockland County"
89083,89005,88121,90960,91098,98897,111239,111991,114254,111974,"36089","NY St. Lawrence County"
61089,61917,60029,63314,65606,74869,89096,121679,153759,181276,"36091","NY Saratoga County"
46852,88235,109363,125021,122494,142497,152896,160979,149946,149285,"36093","NY Schenectady County"
26854,23855,21303,19667,20812,22703,22616,24750,29710,31859,"36095","NY Schoharie County"
15811,14004,13098,12909,12979,14182,15044,16737,17686,18662,"36097","NY Schuyler County"
28114,26972,24735,24983,25732,29253,31984,35083,33733,33683,"36099","NY Seneca County"
82822,83362,80627,82671,84927,91439,97691,99546,99217,99088,"36101","NY Steuben County"
77582,96138,110246,161055,197355,276129,666784,1124950,1284231,1321864,"36103","NY Suffolk County"
32306,33808,33163,35272,37901,40731,45272,52580,65155,69277,"36105","NY Sullivan County"
27951,25624,24212,25480,27072,30166,37802,46513,49812,52337,"36107","NY Tioga County"
33830,33647,35285,41490,42340,59122,66164,76879,87085,94097,"36109","NY Tompkins County"
88422,91769,74979,80155,87017,92621,118804,141241,158158,165304,"36111","NY Ulster County"
29943,32223,31673,34174,36035,39205,44002,49402,54854,59209,"36113","NY Warren County"
45624,47778,44888,46482,46726,47144,48476,52725,54795,59330,"36115","NY Washington County"
48660,50179,48827,49995,52747,57323,67989,79404,84581,89123,"36117","NY Wayne County"
184257,283055,344436,520947,573558,625816,808891,894104,866599,874866,"36119","NY Westchester County"
30413,31880,30314,28764,31394,32822,34793,37688,39895,42507,"36121","NY Wyoming County"
20318,18642,16641,16848,16381,17615,18614,19831,21459,22810,"36123","NY Yates County"
1893810,2206287,2559123,3170276,3571623,4061929,4556155,5082059,5881766,6628637,"37000","NC North Carolina"
25665,28712,32718,42140,57427,71220,85674,96362,99319,108213,"37001","NC Alamance County"
10960,11592,12212,12922,13454,14554,15625,19466,24999,27544,"37003","NC Alexander County"
7759,7745,7403,7186,8341,8155,7734,8134,9587,9590,"37005","NC Alleghany County"
21870,25465,28334,29349,28443,26781,24962,23488,25649,23474,"37007","NC Anson County"
19581,19074,21001,21019,22664,21878,19768,19571,22325,22209,"37009","NC Ashe County"
.,.,10335,11803,13561,13352,12009,12655,14409,14867,"37011","NC Avery County"
26404,30877,31024,35026,36431,37134,36014,35980,40355,42283,"37013","NC Beaufort County"
20538,23039,23993,25844,26201,26439,24350,20528,21024,20388,"37015","NC Bertie County"
17677,18006,19761,22389,27156,29703,28881,26477,30491,28663,"37017","NC Bladen County"
12657,14432,14876,15818,17125,19238,20278,24223,35777,50985,"37019","NC Brunswick County"
44288,49798,64148,97937,108755,124403,130074,145056,160934,174821,"37021","NC Buncombe County"
17699,21408,23297,29410,38615,45518,52701,60364,72504,75744,"37023","NC Burke County"
22456,26240,33730,44331,59393,63783,68137,74629,85895,98935,"37025","NC Cabarrus County"
15694,20579,19984,28016,35795,43352,49552,56699,67746,70709,"37027","NC Caldwell County"
5474,5640,5382,5461,5440,5223,5598,5453,5829,5904,"37029","NC Camden County"
11811,13776,15384,16900,18284,23059,30940,31603,41092,52556,"37031","NC Carteret County"
15028,14858,15759,18214,20032,20870,19912,19055,20705,20693,"37033","NC Caswell County"
22133,27918,33839,43991,51653,61794,73191,90873,105208,118412,"37035","NC Catawba County"
23912,22635,23814,24177,24726,25392,26785,29554,33415,38759,"37037","NC Chatham County"
11860,14136,15242,16151,18813,18294,16335,16330,18933,20170,"37039","NC Cherokee County"
10258,11303,10649,11282,11572,12540,11729,10764,12558,13506,"37041","NC Chowan County"
4532,3909,4646,5434,6405,6006,5526,5180,6619,7155,"37043","NC Clay County"
25078,29494,34272,51914,58055,64357,66048,72556,83435,84714,"37045","NC Cleveland County"
21274,28020,30124,37720,45663,50621,48973,46937,51037,49587,"37047","NC Columbus County"
24160,25594,29048,30665,31298,48823,58773,62554,71043,81613,"37049","NC Craven County"
29249,35284,35064,45219,59320,96006,148418,212042,247160,274566,"37051","NC Cumberland County"
6529,7693,7268,6710,6709,6201,6601,6976,11089,13736,"37053","NC Currituck County"
4757,4841,5115,5202,6041,5405,5935,6995,13377,22746,"37055","NC Dare County"
23403,29404,35201,47865,53377,62244,79493,95627,113162,126677,"37057","NC Davidson County"
12115,13394,13578,14386,14909,15420,16728,18855,24599,27859,"37059","NC Davie County"
22405,25442,30223,35103,39739,41074,40270,38015,40952,39995,"37061","NC Duplin County"
26233,35276,42219,67196,80244,101639,111995,132681,152785,181835,"37063","NC Durham County"
26591,32010,37995,47894,49162,51634,54226,52341,55988,56558,"37065","NC Edgecombe County"
35261,47311,77269,111681,126475,146135,189428,214348,243683,265878,"37067","NC Forsyth County"
25116,24692,26667,29456,30382,31341,28755,26820,30055,36414,"37069","NC Franklin County"
27903,37063,51242,78093,87531,110836,127074,148415,162568,175093,"37071","NC Gaston County"
10413,10455,10537,10551,10060,9555,9254,8524,8875,9305,"37073","NC Gates County"
4343,4749,4872,5841,6418,6886,6432,6562,7217,7196,"37075","NC Graham County"
23263,25102,26846,28723,29344,31793,33110,32762,34043,38345,"37077","NC Granville County"
12038,13083,16212,18656,18548,18024,16741,14967,16117,15384,"37079","NC Greene County"
39074,60497,79272,133010,153916,191057,246520,288590,317154,347420,"37081","NC Guilford County"
30793,37646,43766,53246,56512,58377,58956,53884,55286,55516,"37083","NC Halifax County"
15988,22174,28313,37911,44239,47605,48236,49667,59570,67822,"37085","NC Harnett County"
16222,21020,23496,28273,34804,37631,39711,41710,46495,46942,"37087","NC Haywood County"
